frame_idx,blockID,timestamp_ticks,delta_t_seconds
0.000000000000000000e+00,1.000000000000000000e+00,1.348559679824946000e+15,nan
1.000000000000000000e+00,2.000000000000000000e+00,1.348559679911668000e+15,6.937760000000000064e-04
2.000000000000000000e+00,3.000000000000000000e+00,1.348559679998386000e+15,6.937440000000000447e-04
3.000000000000000000e+00,4.000000000000000000e+00,1.348559680085106000e+15,6.937599999999999713e-04
4.000000000000000000e+00,5.000000000000000000e+00,1.348559680174830000e+15,7.177919999999999743e-04
5.000000000000000000e+00,6.000000000000000000e+00,1.348559680261548000e+15,6.937440000000000447e-04
6.000000000000000000e+00,7.000000000000000000e+00,1.348559680348266000e+15,6.937440000000000447e-04
7.000000000000000000e+00,8.000000000000000000e+00,1.348559680434988000e+15,6.937760000000000064e-04
8.000000000000000000e+00,9.000000000000000000e+00,1.348559680521706000e+15,6.937440000000000447e-04
9.000000000000000000e+00,1.000000000000000000e+01,1.348559680608426000e+15,6.937599999999999713e-04
1.000000000000000000e+01,1.100000000000000000e+01,1.348559680695148000e+15,6.937760000000000064e-04
1.100000000000000000e+01,1.200000000000000000e+01,1.348559680781866000e+15,6.937440000000000447e-04
1.200000000000000000e+01,1.300000000000000000e+01,1.348559680868584000e+15,6.937440000000000447e-04
1.300000000000000000e+01,1.400000000000000000e+01,1.348559680955306000e+15,6.937760000000000064e-04
1.400000000000000000e+01,1.500000000000000000e+01,1.348559681042024000e+15,6.937440000000000447e-04
1.500000000000000000e+01,1.600000000000000000e+01,1.348559681128742000e+15,6.937440000000000447e-04
1.600000000000000000e+01,1.700000000000000000e+01,1.348559681215464000e+15,6.937760000000000064e-04
1.700000000000000000e+01,1.800000000000000000e+01,1.348559681302182000e+15,6.937440000000000447e-04
1.800000000000000000e+01,1.900000000000000000e+01,1.348559681388902000e+15,6.937599999999999713e-04
1.900000000000000000e+01,2.000000000000000000e+01,1.348559681475622000e+15,6.937599999999999713e-04
2.000000000000000000e+01,2.100000000000000000e+01,1.348559681562342000e+15,6.937599999999999713e-04
2.100000000000000000e+01,2.200000000000000000e+01,1.348559681649060000e+15,6.937440000000000447e-04
2.200000000000000000e+01,2.300000000000000000e+01,1.348559681735782000e+15,6.937760000000000064e-04
2.300000000000000000e+01,2.400000000000000000e+01,1.348559681822500000e+15,6.937440000000000447e-04
2.400000000000000000e+01,2.500000000000000000e+01,1.348559681909220000e+15,6.937599999999999713e-04
2.500000000000000000e+01,2.600000000000000000e+01,1.348559681995940000e+15,6.937599999999999713e-04
2.600000000000000000e+01,2.700000000000000000e+01,1.348559682082660000e+15,6.937599999999999713e-04
2.700000000000000000e+01,2.800000000000000000e+01,1.348559682169378000e+15,6.937440000000000447e-04
2.800000000000000000e+01,2.900000000000000000e+01,1.348559682259102000e+15,7.177919999999999743e-04
2.900000000000000000e+01,3.000000000000000000e+01,1.348559682345820000e+15,6.937440000000000447e-04
3.000000000000000000e+01,3.100000000000000000e+01,1.348559682432540000e+15,6.937599999999999713e-04
3.100000000000000000e+01,3.200000000000000000e+01,1.348559682519260000e+15,6.937599999999999713e-04
3.200000000000000000e+01,3.300000000000000000e+01,1.348559682605980000e+15,6.937599999999999713e-04
3.300000000000000000e+01,3.400000000000000000e+01,1.348559682692698000e+15,6.937440000000000447e-04
3.400000000000000000e+01,3.500000000000000000e+01,1.348559682779420000e+15,6.937760000000000064e-04
3.500000000000000000e+01,3.600000000000000000e+01,1.348559682866138000e+15,6.937440000000000447e-04
3.600000000000000000e+01,3.700000000000000000e+01,1.348559682952856000e+15,6.937440000000000447e-04
3.700000000000000000e+01,3.800000000000000000e+01,1.348559683039578000e+15,6.937760000000000064e-04
3.800000000000000000e+01,3.900000000000000000e+01,1.348559683126296000e+15,6.937440000000000447e-04
3.900000000000000000e+01,4.000000000000000000e+01,1.348559683213016000e+15,6.937599999999999713e-04
4.000000000000000000e+01,4.100000000000000000e+01,1.348559683299736000e+15,6.937599999999999713e-04
4.100000000000000000e+01,4.200000000000000000e+01,1.348559683386456000e+15,6.937599999999999713e-04
4.200000000000000000e+01,4.300000000000000000e+01,1.348559683473174000e+15,6.937440000000000447e-04
4.300000000000000000e+01,4.400000000000000000e+01,1.348559683559896000e+15,6.937760000000000064e-04
4.400000000000000000e+01,4.500000000000000000e+01,1.348559683646614000e+15,6.937440000000000447e-04
4.500000000000000000e+01,4.600000000000000000e+01,1.348559683733332000e+15,6.937440000000000447e-04
4.600000000000000000e+01,4.700000000000000000e+01,1.348559683820050000e+15,6.937440000000000447e-04
4.700000000000000000e+01,4.800000000000000000e+01,1.348559683906772000e+15,6.937760000000000064e-04
4.800000000000000000e+01,4.900000000000000000e+01,1.348559683993490000e+15,6.937440000000000447e-04
4.900000000000000000e+01,5.000000000000000000e+01,1.348559684080210000e+15,6.937599999999999713e-04
5.000000000000000000e+01,5.100000000000000000e+01,1.348559684166930000e+15,6.937599999999999713e-04
5.100000000000000000e+01,5.200000000000000000e+01,1.348559684253650000e+15,6.937599999999999713e-04
5.200000000000000000e+01,5.300000000000000000e+01,1.348559684343374000e+15,7.177919999999999743e-04
5.300000000000000000e+01,5.400000000000000000e+01,1.348559684430094000e+15,6.937599999999999713e-04
5.400000000000000000e+01,5.500000000000000000e+01,1.348559684516812000e+15,6.937440000000000447e-04
5.500000000000000000e+01,5.600000000000000000e+01,1.348559684603534000e+15,6.937760000000000064e-04
5.600000000000000000e+01,5.700000000000000000e+01,1.348559684690252000e+15,6.937440000000000447e-04
5.700000000000000000e+01,5.800000000000000000e+01,1.348559684776970000e+15,6.937440000000000447e-04
5.800000000000000000e+01,5.900000000000000000e+01,1.348559684863688000e+15,6.937440000000000447e-04
5.900000000000000000e+01,6.000000000000000000e+01,1.348559684950410000e+15,6.937760000000000064e-04
6.000000000000000000e+01,6.100000000000000000e+01,1.348559685037128000e+15,6.937440000000000447e-04
6.100000000000000000e+01,6.200000000000000000e+01,1.348559685123848000e+15,6.937599999999999713e-04
6.200000000000000000e+01,6.300000000000000000e+01,1.348559685210568000e+15,6.937599999999999713e-04
6.300000000000000000e+01,6.400000000000000000e+01,1.348559685297288000e+15,6.937599999999999713e-04
6.400000000000000000e+01,6.500000000000000000e+01,1.348559685384006000e+15,6.937440000000000447e-04
6.500000000000000000e+01,6.600000000000000000e+01,1.348559685470728000e+15,6.937760000000000064e-04
6.600000000000000000e+01,6.700000000000000000e+01,1.348559685557446000e+15,6.937440000000000447e-04
6.700000000000000000e+01,6.800000000000000000e+01,1.348559685644166000e+15,6.937599999999999713e-04
6.800000000000000000e+01,6.900000000000000000e+01,1.348559685730886000e+15,6.937599999999999713e-04
6.900000000000000000e+01,7.000000000000000000e+01,1.348559685817606000e+15,6.937599999999999713e-04
7.000000000000000000e+01,7.100000000000000000e+01,1.348559685904324000e+15,6.937440000000000447e-04
7.100000000000000000e+01,7.200000000000000000e+01,1.348559685991046000e+15,6.937760000000000064e-04
7.200000000000000000e+01,7.300000000000000000e+01,1.348559686077764000e+15,6.937440000000000447e-04
7.300000000000000000e+01,7.400000000000000000e+01,1.348559686164482000e+15,6.937440000000000447e-04
7.400000000000000000e+01,7.500000000000000000e+01,1.348559686251204000e+15,6.937760000000000064e-04
7.500000000000000000e+01,7.600000000000000000e+01,1.348559686337922000e+15,6.937440000000000447e-04
7.600000000000000000e+01,7.700000000000000000e+01,1.348559686427648000e+15,7.178080000000000094e-04
7.700000000000000000e+01,7.800000000000000000e+01,1.348559686514366000e+15,6.937440000000000447e-04
7.800000000000000000e+01,7.900000000000000000e+01,1.348559686601084000e+15,6.937440000000000447e-04
7.900000000000000000e+01,8.000000000000000000e+01,1.348559686687802000e+15,6.937440000000000447e-04
8.000000000000000000e+01,8.100000000000000000e+01,1.348559686774524000e+15,6.937760000000000064e-04
8.100000000000000000e+01,8.200000000000000000e+01,1.348559686861242000e+15,6.937440000000000447e-04
8.200000000000000000e+01,8.300000000000000000e+01,1.348559686947962000e+15,6.937599999999999713e-04
8.300000000000000000e+01,8.400000000000000000e+01,1.348559687034682000e+15,6.937599999999999713e-04
8.400000000000000000e+01,8.500000000000000000e+01,1.348559687121402000e+15,6.937599999999999713e-04
8.500000000000000000e+01,8.600000000000000000e+01,1.348559687208120000e+15,6.937440000000000447e-04
8.600000000000000000e+01,8.700000000000000000e+01,1.348559687294842000e+15,6.937760000000000064e-04
8.700000000000000000e+01,8.800000000000000000e+01,1.348559687381560000e+15,6.937440000000000447e-04
8.800000000000000000e+01,8.900000000000000000e+01,1.348559687468278000e+15,6.937440000000000447e-04
8.900000000000000000e+01,9.000000000000000000e+01,1.348559687555000000e+15,6.937760000000000064e-04
9.000000000000000000e+01,9.100000000000000000e+01,1.348559687641720000e+15,6.937599999999999713e-04
9.100000000000000000e+01,9.200000000000000000e+01,1.348559687728436000e+15,6.937280000000000096e-04
9.200000000000000000e+01,9.300000000000000000e+01,1.348559687815160000e+15,6.937920000000000415e-04
9.300000000000000000e+01,9.400000000000000000e+01,1.348559687901878000e+15,6.937440000000000447e-04
9.400000000000000000e+01,9.500000000000000000e+01,1.348559687988596000e+15,6.937440000000000447e-04
9.500000000000000000e+01,9.600000000000000000e+01,1.348559688075318000e+15,6.937760000000000064e-04
9.600000000000000000e+01,9.700000000000000000e+01,1.348559688162036000e+15,6.937440000000000447e-04
9.700000000000000000e+01,9.800000000000000000e+01,1.348559688248754000e+15,6.937440000000000447e-04
9.800000000000000000e+01,9.900000000000000000e+01,1.348559688335476000e+15,6.937760000000000064e-04
9.900000000000000000e+01,1.000000000000000000e+02,1.348559688422194000e+15,6.937440000000000447e-04
1.000000000000000000e+02,1.010000000000000000e+02,1.348559688511916000e+15,7.177760000000000477e-04
1.010000000000000000e+02,1.020000000000000000e+02,1.348559688598638000e+15,6.937760000000000064e-04
1.020000000000000000e+02,1.030000000000000000e+02,1.348559688685356000e+15,6.937440000000000447e-04
1.030000000000000000e+02,1.040000000000000000e+02,1.348559688772076000e+15,6.937599999999999713e-04
1.040000000000000000e+02,1.050000000000000000e+02,1.348559688858796000e+15,6.937599999999999713e-04
1.050000000000000000e+02,1.060000000000000000e+02,1.348559688945516000e+15,6.937599999999999713e-04
1.060000000000000000e+02,1.070000000000000000e+02,1.348559689032234000e+15,6.937440000000000447e-04
1.070000000000000000e+02,1.080000000000000000e+02,1.348559689118956000e+15,6.937760000000000064e-04
1.080000000000000000e+02,1.090000000000000000e+02,1.348559689205674000e+15,6.937440000000000447e-04
1.090000000000000000e+02,1.100000000000000000e+02,1.348559689292392000e+15,6.937440000000000447e-04
1.100000000000000000e+02,1.110000000000000000e+02,1.348559689379114000e+15,6.937760000000000064e-04
1.110000000000000000e+02,1.120000000000000000e+02,1.348559689465832000e+15,6.937440000000000447e-04
1.120000000000000000e+02,1.130000000000000000e+02,1.348559689552550000e+15,6.937440000000000447e-04
1.130000000000000000e+02,1.140000000000000000e+02,1.348559689639270000e+15,6.937599999999999713e-04
1.140000000000000000e+02,1.150000000000000000e+02,1.348559689725990000e+15,6.937599999999999713e-04
1.150000000000000000e+02,1.160000000000000000e+02,1.348559689812710000e+15,6.937599999999999713e-04
1.160000000000000000e+02,1.170000000000000000e+02,1.348559689899428000e+15,6.937440000000000447e-04
1.170000000000000000e+02,1.180000000000000000e+02,1.348559689986150000e+15,6.937760000000000064e-04
1.180000000000000000e+02,1.190000000000000000e+02,1.348559690072868000e+15,6.937440000000000447e-04
1.190000000000000000e+02,1.200000000000000000e+02,1.348559690159588000e+15,6.937599999999999713e-04
1.200000000000000000e+02,1.210000000000000000e+02,1.348559690246308000e+15,6.937599999999999713e-04
1.210000000000000000e+02,1.220000000000000000e+02,1.348559690333028000e+15,6.937599999999999713e-04
1.220000000000000000e+02,1.230000000000000000e+02,1.348559690419746000e+15,6.937440000000000447e-04
1.230000000000000000e+02,1.240000000000000000e+02,1.348559690506468000e+15,6.937760000000000064e-04
1.240000000000000000e+02,1.250000000000000000e+02,1.348559690596188000e+15,7.177600000000000126e-04
1.250000000000000000e+02,1.260000000000000000e+02,1.348559690682908000e+15,6.937599999999999713e-04
1.260000000000000000e+02,1.270000000000000000e+02,1.348559690769628000e+15,6.937599999999999713e-04
1.270000000000000000e+02,1.280000000000000000e+02,1.348559690856348000e+15,6.937599999999999713e-04
1.280000000000000000e+02,1.290000000000000000e+02,1.348559690943066000e+15,6.937440000000000447e-04
1.290000000000000000e+02,1.300000000000000000e+02,1.348559691029788000e+15,6.937760000000000064e-04
1.300000000000000000e+02,1.310000000000000000e+02,1.348559691116506000e+15,6.937440000000000447e-04
1.310000000000000000e+02,1.320000000000000000e+02,1.348559691203226000e+15,6.937599999999999713e-04
1.320000000000000000e+02,1.330000000000000000e+02,1.348559691289946000e+15,6.937599999999999713e-04
1.330000000000000000e+02,1.340000000000000000e+02,1.348559691376666000e+15,6.937599999999999713e-04
1.340000000000000000e+02,1.350000000000000000e+02,1.348559691463384000e+15,6.937440000000000447e-04
1.350000000000000000e+02,1.360000000000000000e+02,1.348559691550106000e+15,6.937760000000000064e-04
1.360000000000000000e+02,1.370000000000000000e+02,1.348559691636824000e+15,6.937440000000000447e-04
1.370000000000000000e+02,1.380000000000000000e+02,1.348559691723542000e+15,6.937440000000000447e-04
1.380000000000000000e+02,1.390000000000000000e+02,1.348559691810264000e+15,6.937760000000000064e-04
1.390000000000000000e+02,1.400000000000000000e+02,1.348559691896982000e+15,6.937440000000000447e-04
1.400000000000000000e+02,1.410000000000000000e+02,1.348559691983700000e+15,6.937440000000000447e-04
1.410000000000000000e+02,1.420000000000000000e+02,1.348559692070422000e+15,6.937760000000000064e-04
1.420000000000000000e+02,1.430000000000000000e+02,1.348559692157140000e+15,6.937440000000000447e-04
1.430000000000000000e+02,1.440000000000000000e+02,1.348559692243860000e+15,6.937599999999999713e-04
1.440000000000000000e+02,1.450000000000000000e+02,1.348559692330582000e+15,6.937760000000000064e-04
1.450000000000000000e+02,1.460000000000000000e+02,1.348559692417300000e+15,6.937440000000000447e-04
1.460000000000000000e+02,1.470000000000000000e+02,1.348559692504018000e+15,6.937440000000000447e-04
1.470000000000000000e+02,1.480000000000000000e+02,1.348559692590740000e+15,6.937760000000000064e-04
1.480000000000000000e+02,1.490000000000000000e+02,1.348559692680464000e+15,7.177919999999999743e-04
1.490000000000000000e+02,1.500000000000000000e+02,1.348559692767182000e+15,6.937440000000000447e-04
1.500000000000000000e+02,1.510000000000000000e+02,1.348559692853904000e+15,6.937760000000000064e-04
1.510000000000000000e+02,1.520000000000000000e+02,1.348559692940622000e+15,6.937440000000000447e-04
1.520000000000000000e+02,1.530000000000000000e+02,1.348559693027342000e+15,6.937599999999999713e-04
1.530000000000000000e+02,1.540000000000000000e+02,1.348559693114062000e+15,6.937599999999999713e-04
1.540000000000000000e+02,1.550000000000000000e+02,1.348559693200782000e+15,6.937599999999999713e-04
1.550000000000000000e+02,1.560000000000000000e+02,1.348559693287500000e+15,6.937440000000000447e-04
1.560000000000000000e+02,1.570000000000000000e+02,1.348559693374222000e+15,6.937760000000000064e-04
1.570000000000000000e+02,1.580000000000000000e+02,1.348559693460940000e+15,6.937440000000000447e-04
1.580000000000000000e+02,1.590000000000000000e+02,1.348559693547660000e+15,6.937599999999999713e-04
1.590000000000000000e+02,1.600000000000000000e+02,1.348559693634380000e+15,6.937599999999999713e-04
1.600000000000000000e+02,1.610000000000000000e+02,1.348559693721100000e+15,6.937599999999999713e-04
1.610000000000000000e+02,1.620000000000000000e+02,1.348559693807818000e+15,6.937440000000000447e-04
1.620000000000000000e+02,1.630000000000000000e+02,1.348559693894540000e+15,6.937760000000000064e-04
1.630000000000000000e+02,1.640000000000000000e+02,1.348559693981258000e+15,6.937440000000000447e-04
1.640000000000000000e+02,1.650000000000000000e+02,1.348559694067976000e+15,6.937440000000000447e-04
1.650000000000000000e+02,1.660000000000000000e+02,1.348559694154698000e+15,6.937760000000000064e-04
1.660000000000000000e+02,1.670000000000000000e+02,1.348559694241416000e+15,6.937440000000000447e-04
1.670000000000000000e+02,1.680000000000000000e+02,1.348559694328134000e+15,6.937440000000000447e-04
1.680000000000000000e+02,1.690000000000000000e+02,1.348559694414856000e+15,6.937760000000000064e-04
1.690000000000000000e+02,1.700000000000000000e+02,1.348559694501576000e+15,6.937599999999999713e-04
1.700000000000000000e+02,1.710000000000000000e+02,1.348559694588294000e+15,6.937440000000000447e-04
1.710000000000000000e+02,1.720000000000000000e+02,1.348559694675016000e+15,6.937760000000000064e-04
1.720000000000000000e+02,1.730000000000000000e+02,1.348559694764736000e+15,7.177600000000000126e-04
1.730000000000000000e+02,1.740000000000000000e+02,1.348559694851456000e+15,6.937599999999999713e-04
1.740000000000000000e+02,1.750000000000000000e+02,1.348559694938176000e+15,6.937599999999999713e-04
1.750000000000000000e+02,1.760000000000000000e+02,1.348559695024896000e+15,6.937599999999999713e-04
1.760000000000000000e+02,1.770000000000000000e+02,1.348559695111614000e+15,6.937440000000000447e-04
1.770000000000000000e+02,1.780000000000000000e+02,1.348559695198336000e+15,6.937760000000000064e-04
1.780000000000000000e+02,1.790000000000000000e+02,1.348559695285054000e+15,6.937440000000000447e-04
1.790000000000000000e+02,1.800000000000000000e+02,1.348559695371772000e+15,6.937440000000000447e-04
1.800000000000000000e+02,1.810000000000000000e+02,1.348559695458494000e+15,6.937760000000000064e-04
1.810000000000000000e+02,1.820000000000000000e+02,1.348559695545214000e+15,6.937599999999999713e-04
1.820000000000000000e+02,1.830000000000000000e+02,1.348559695631932000e+15,6.937440000000000447e-04
1.830000000000000000e+02,1.840000000000000000e+02,1.348559695718654000e+15,6.937760000000000064e-04
1.840000000000000000e+02,1.850000000000000000e+02,1.348559695805372000e+15,6.937440000000000447e-04
1.850000000000000000e+02,1.860000000000000000e+02,1.348559695892090000e+15,6.937440000000000447e-04
1.860000000000000000e+02,1.870000000000000000e+02,1.348559695978812000e+15,6.937760000000000064e-04
1.870000000000000000e+02,1.880000000000000000e+02,1.348559696065530000e+15,6.937440000000000447e-04
1.880000000000000000e+02,1.890000000000000000e+02,1.348559696152248000e+15,6.937440000000000447e-04
1.890000000000000000e+02,1.900000000000000000e+02,1.348559696238968000e+15,6.937599999999999713e-04
1.900000000000000000e+02,1.910000000000000000e+02,1.348559696325688000e+15,6.937599999999999713e-04
1.910000000000000000e+02,1.920000000000000000e+02,1.348559696412408000e+15,6.937599999999999713e-04
1.920000000000000000e+02,1.930000000000000000e+02,1.348559696499126000e+15,6.937440000000000447e-04
1.930000000000000000e+02,1.940000000000000000e+02,1.348559696585848000e+15,6.937760000000000064e-04
1.940000000000000000e+02,1.950000000000000000e+02,1.348559696672566000e+15,6.937440000000000447e-04
1.950000000000000000e+02,1.960000000000000000e+02,1.348559696759284000e+15,6.937440000000000447e-04
1.960000000000000000e+02,1.970000000000000000e+02,1.348559696849010000e+15,7.178080000000000094e-04
1.970000000000000000e+02,1.980000000000000000e+02,1.348559696935728000e+15,6.937440000000000447e-04
1.980000000000000000e+02,1.990000000000000000e+02,1.348559697022446000e+15,6.937440000000000447e-04
1.990000000000000000e+02,2.000000000000000000e+02,1.348559697109168000e+15,6.937760000000000064e-04
2.000000000000000000e+02,2.010000000000000000e+02,1.348559697195886000e+15,6.937440000000000447e-04
2.010000000000000000e+02,2.020000000000000000e+02,1.348559697282606000e+15,6.937599999999999713e-04
2.020000000000000000e+02,2.030000000000000000e+02,1.348559697369326000e+15,6.937599999999999713e-04
2.030000000000000000e+02,2.040000000000000000e+02,1.348559697456046000e+15,6.937599999999999713e-04
2.040000000000000000e+02,2.050000000000000000e+02,1.348559697542764000e+15,6.937440000000000447e-04
2.050000000000000000e+02,2.060000000000000000e+02,1.348559697629486000e+15,6.937760000000000064e-04
2.060000000000000000e+02,2.070000000000000000e+02,1.348559697716204000e+15,6.937440000000000447e-04
2.070000000000000000e+02,2.080000000000000000e+02,1.348559697802922000e+15,6.937440000000000447e-04
2.080000000000000000e+02,2.090000000000000000e+02,1.348559697889644000e+15,6.937760000000000064e-04
2.090000000000000000e+02,2.100000000000000000e+02,1.348559697976362000e+15,6.937440000000000447e-04
2.100000000000000000e+02,2.110000000000000000e+02,1.348559698063082000e+15,6.937599999999999713e-04
2.110000000000000000e+02,2.120000000000000000e+02,1.348559698149802000e+15,6.937599999999999713e-04
2.120000000000000000e+02,2.130000000000000000e+02,1.348559698236522000e+15,6.937599999999999713e-04
2.130000000000000000e+02,2.140000000000000000e+02,1.348559698323240000e+15,6.937440000000000447e-04
2.140000000000000000e+02,2.150000000000000000e+02,1.348559698409962000e+15,6.937760000000000064e-04
2.150000000000000000e+02,2.160000000000000000e+02,1.348559698496680000e+15,6.937440000000000447e-04
2.160000000000000000e+02,2.170000000000000000e+02,1.348559698583398000e+15,6.937440000000000447e-04
2.170000000000000000e+02,2.180000000000000000e+02,1.348559698670120000e+15,6.937760000000000064e-04
2.180000000000000000e+02,2.190000000000000000e+02,1.348559698756838000e+15,6.937440000000000447e-04
2.190000000000000000e+02,2.200000000000000000e+02,1.348559698843556000e+15,6.937440000000000447e-04
2.200000000000000000e+02,2.210000000000000000e+02,1.348559698933282000e+15,7.178080000000000094e-04
2.210000000000000000e+02,2.220000000000000000e+02,1.348559699020000000e+15,6.937440000000000447e-04
2.220000000000000000e+02,2.230000000000000000e+02,1.348559699106720000e+15,6.937599999999999713e-04
2.230000000000000000e+02,2.240000000000000000e+02,1.348559699193440000e+15,6.937599999999999713e-04
2.240000000000000000e+02,2.250000000000000000e+02,1.348559699280160000e+15,6.937599999999999713e-04
2.250000000000000000e+02,2.260000000000000000e+02,1.348559699366878000e+15,6.937440000000000447e-04
2.260000000000000000e+02,2.270000000000000000e+02,1.348559699453600000e+15,6.937760000000000064e-04
2.270000000000000000e+02,2.280000000000000000e+02,1.348559699540318000e+15,6.937440000000000447e-04
2.280000000000000000e+02,2.290000000000000000e+02,1.348559699627036000e+15,6.937440000000000447e-04
2.290000000000000000e+02,2.300000000000000000e+02,1.348559699713758000e+15,6.937760000000000064e-04
2.300000000000000000e+02,2.310000000000000000e+02,1.348559699800476000e+15,6.937440000000000447e-04
2.310000000000000000e+02,2.320000000000000000e+02,1.348559699887194000e+15,6.937440000000000447e-04
2.320000000000000000e+02,2.330000000000000000e+02,1.348559699973916000e+15,6.937760000000000064e-04
2.330000000000000000e+02,2.340000000000000000e+02,1.348559700060634000e+15,6.937440000000000447e-04
2.340000000000000000e+02,2.350000000000000000e+02,1.348559700147354000e+15,6.937599999999999713e-04
2.350000000000000000e+02,2.360000000000000000e+02,1.348559700234076000e+15,6.937760000000000064e-04
2.360000000000000000e+02,2.370000000000000000e+02,1.348559700320794000e+15,6.937440000000000447e-04
2.370000000000000000e+02,2.380000000000000000e+02,1.348559700407512000e+15,6.937440000000000447e-04
2.380000000000000000e+02,2.390000000000000000e+02,1.348559700494234000e+15,6.937760000000000064e-04
2.390000000000000000e+02,2.400000000000000000e+02,1.348559700580952000e+15,6.937440000000000447e-04
2.400000000000000000e+02,2.410000000000000000e+02,1.348559700667670000e+15,6.937440000000000447e-04
2.410000000000000000e+02,2.420000000000000000e+02,1.348559700754392000e+15,6.937760000000000064e-04
2.420000000000000000e+02,2.430000000000000000e+02,1.348559700841110000e+15,6.937440000000000447e-04
2.430000000000000000e+02,2.440000000000000000e+02,1.348559700927830000e+15,6.937599999999999713e-04
2.440000000000000000e+02,2.450000000000000000e+02,1.348559701017554000e+15,7.177919999999999743e-04
2.450000000000000000e+02,2.460000000000000000e+02,1.348559701104272000e+15,6.937440000000000447e-04
2.460000000000000000e+02,2.470000000000000000e+02,1.348559701190990000e+15,6.937440000000000447e-04
2.470000000000000000e+02,2.480000000000000000e+02,1.348559701277714000e+15,6.937920000000000415e-04
2.480000000000000000e+02,2.490000000000000000e+02,1.348559701364432000e+15,6.937440000000000447e-04
2.490000000000000000e+02,2.500000000000000000e+02,1.348559701451150000e+15,6.937440000000000447e-04
2.500000000000000000e+02,2.510000000000000000e+02,1.348559701537872000e+15,6.937760000000000064e-04
2.510000000000000000e+02,2.520000000000000000e+02,1.348559701624590000e+15,6.937440000000000447e-04
2.520000000000000000e+02,2.530000000000000000e+02,1.348559701711308000e+15,6.937440000000000447e-04
2.530000000000000000e+02,2.540000000000000000e+02,1.348559701798028000e+15,6.937599999999999713e-04
2.540000000000000000e+02,2.550000000000000000e+02,1.348559701884748000e+15,6.937599999999999713e-04
2.550000000000000000e+02,2.560000000000000000e+02,1.348559701971468000e+15,6.937599999999999713e-04
2.560000000000000000e+02,2.570000000000000000e+02,1.348559702058188000e+15,6.937599999999999713e-04
2.570000000000000000e+02,2.580000000000000000e+02,1.348559702144908000e+15,6.937599999999999713e-04
2.580000000000000000e+02,2.590000000000000000e+02,1.348559702231626000e+15,6.937440000000000447e-04
2.590000000000000000e+02,2.600000000000000000e+02,1.348559702318344000e+15,6.937440000000000447e-04
2.600000000000000000e+02,2.610000000000000000e+02,1.348559702405066000e+15,6.937760000000000064e-04
2.610000000000000000e+02,2.620000000000000000e+02,1.348559702491784000e+15,6.937440000000000447e-04
2.620000000000000000e+02,2.630000000000000000e+02,1.348559702578502000e+15,6.937440000000000447e-04
2.630000000000000000e+02,2.640000000000000000e+02,1.348559702665226000e+15,6.937920000000000415e-04
2.640000000000000000e+02,2.650000000000000000e+02,1.348559702751944000e+15,6.937440000000000447e-04
2.650000000000000000e+02,2.660000000000000000e+02,1.348559702838662000e+15,6.937440000000000447e-04
